user_id,recomendations
685,"[1051323, 900145, 6533608, 1097398, 895502]"
687,"[874972, 1122568, 859592, 5569230, 1039781]"
690,"[1108094, 1038745, 12810464, 1037840, 1101010]"
691,"[874972, 948832, 923670, 13842090, 999971]"
692,"[12810464, 1082185, 941734, 1119051, 1019643]"
693,"[948670, 832001, 9187298, 1011300, 1044188]"
694,"[874972, 819978, 1101010, 844165, 8090537]"
695,"[874972, 1002771, 1136719, 1039156, 944466]"
696,"[839419, 1089025, 880427, 1126899, 975633]"
697,"[874972, 1039081, 1053016, 1057260, 6463742]"
698,"[1054402, 1082990, 999104, 1053690, 880427]"
699,"[874972, 919596, 895502, 962229, 845319]"
700,"[874972, 1038985, 899459, 1056509, 1101010]"
701,"[874972, 1029743, 9858936, 981760, 835098]"
702,"[12731432, 1058997, 1056651, 962229, 1056509]"
703,"[12262830, 1126252, 846764, 9884484, 5569230]"
705,"[874972, 862349, 860975, 912112, 835530]"
706,"[829291, 868548, 922340, 1056509, 983584]"
707,"[8090440, 1115098, 871909, 7025114, 5569471]"
708,"[874972, 1003487, 860776, 932179, 910439]"
709,"[863762, 1016276, 7409971, 1011300, 855672]"
710,"[874972, 1098284, 9803601, 9420312, 862010]"
711,"[874972, 866211, 1082185, 1029743, 995242]"
712,"[823990, 9677202, 1085137, 823775, 1070820]"
713,"[874972, 936508, 1016276, 962229, 5569230]"
714,"[874972, 8090521, 835243, 1058997, 16809471]"
715,"[874972, 988208, 9526254, 1033615, 977481]"
716,"[874972, 1056651, 1051516, 1058997, 961554]"
717,"[874972, 1102949, 1082185, 1029743, 995242]"
718,"[1075214, 819978, 1062002, 1037894, 1092026]"
719,"[874972, 1053690, 847207, 1106523, 978343]"
720,"[948650, 909714, 895268, 1055504, 1056212]"
721,"[874972, 1074754, 1082185, 1029743, 995242]"
722,"[8090440, 899682, 913449, 10455984, 5570383]"
723,"[825343, 986947, 973861, 862349, 1082185]"
725,"[874972, 819765, 1128016, 879504, 893501]"
726,"[874972, 1139782, 852360, 838010, 1102959]"
727,"[874972, 1082185, 1029743, 995242, 1106523]"
728,"[904997, 992622, 844165, 1070015, 1122358]"
729,"[874972, 1082185, 1029743, 995242, 1106523]"
730,"[874972, 862349, 831536, 1053690, 849843]"
731,"[849202, 839094, 834103, 6396581, 1128016]"
733,"[874972, 1123434, 964521, 5569471, 1063577]"
734,"[874972, 819063, 1077285, 1068292, 1082185]"
735,"[874972, 1029743, 826385, 883202, 1037863]"
736,"[904997, 5569230, 976199, 849843, 13115548]"
740,"[874972, 953180, 905436, 1044259, 854754]"
741,"[12810391, 1056509, 9655528, 977545, 1109598]"
742,"[874972, 879735, 1082185, 1029743, 995242]"
743,"[874972, 6979753, 1096343, 1121410, 9526892]"
744,"[874972, 1070015, 993638, 862349, 999104]"
745,"[1075214, 1028473, 996009, 8203451, 1077975]"
747,"[874972, 1019247, 1082185, 1029743, 995242]"
748,"[829291, 5569230, 849843, 1056509, 1037894]"
749,"[874972, 1082185, 1029743, 995242, 1106523]"
750,"[874972, 8090521, 5569327, 834833, 844165]"
752,"[874972, 9655212, 1002850, 986912, 847344]"
753,"[874972, 1039156, 1036501, 1028816, 1009187]"
754,"[874972, 1082185, 1055504, 900842, 1036347]"
755,"[874972, 845193, 1082185, 1029743, 995242]"
757,"[874972, 1011300, 1040346, 962229, 1133018]"
759,"[874972, 907099, 921406, 9677236, 955075]"
761,"[874972, 1001827, 1119405, 1028473, 1057260]"
762,"[874972, 8090536, 834103, 986912, 1011300]"
764,"[848029, 1088147, 6464165, 898847, 856252]"
766,"[874972, 1043751, 1003188, 1107553, 868764]"
767,"[970747, 849003, 8293385, 862349, 935284]"
768,"[874972, 1031083, 1137688, 962229, 913210]"
769,"[874972, 1139782, 922340, 968936, 9835509]"
770,"[874972, 1003188, 835530, 5569230, 1092937]"
771,"[874972, 1123720, 1058686, 983795, 1119051]"
773,"[874972, 6533362, 873887, 909714, 1101173]"
776,"[874972, 916381, 1029743, 10284946, 883404]"
777,"[874972, 1098435, 1003188, 6533608, 862725]"
779,"[1051323, 5587938, 870515, 1057260, 6533362]"
781,"[836445, 1077490, 925862, 912681, 12946027]"
784,"[860248, 1051323, 967395, 1056651, 1139782]"
786,"[878715, 835243, 1122358, 972665, 907647]"
787,"[874972, 1082185, 862349, 999104, 909714]"
788,"[874972, 1028995, 926796, 996425, 8090532]"
789,"[874972, 983584, 983078, 922561, 849843]"
790,"[874972, 1070015, 6704207, 1082185, 1029743]"
793,"[874972, 1055646, 1082185, 1029743, 995242]"
794,"[874972, 1077555, 1037631, 865026, 1101010]"
795,"[948650, 5590613, 1138292, 1026209, 1029743]"
796,"[874972, 993638, 1082185, 1029743, 995242]"
798,"[874972, 895540, 1122358, 5568249, 856060]"
799,"[874972, 1048068, 1055072, 1058997, 1003188]"
800,"[874972, 9859182, 882496, 9677236, 989101]"
801,"[906335, 1070820, 871754, 856252, 1094924]"
802,"[874972, 1016276, 1048462, 870933, 1082185]"
803,"[825343, 1050851, 1132789, 1082185, 1053690]"
804,"[874972, 1123792, 9526254, 999971, 844165]"
805,"[949023, 916381, 890695, 9245108, 1044188]"
806,"[826666, 1002771, 869150, 8090536, 868539]"
807,"[874972, 928049, 9296919, 9571047, 896444]"
808,"[874972, 1136719, 884333, 1016800, 1036501]"
810,"[874972, 860776, 1107839, 1028816, 906017]"
811,"[874972, 1082185, 1029743, 995242, 1106523]"
813,"[948650, 911470, 1037863, 932179, 913210]"
814,"[1000753, 1016276, 882496, 1101173, 972143]"
816,"[874972, 960791, 928049, 879504, 862349]"
817,"[874972, 1003188, 934172, 1070820, 1094924]"
818,"[874972, 1082185, 1029743, 995242, 1106523]"
820,"[874972, 986760, 1038462, 1076875, 913449]"
822,"[874972, 12349795, 887618, 995242, 981760]"
823,"[874972, 1062152, 13115579, 989101, 8090521]"
824,"[874972, 1113588, 13841744, 1016800, 1106523]"
825,"[12731436, 989101, 948086, 1058997, 1028816]"
826,"[874972, 1120009, 5567502, 1037840, 970760]"
829,"[874972, 10344585, 1112825, 1039156, 960791]"
830,"[874972, 961792, 1069094, 1039156, 1026118]"
831,"[874972, 880888, 844441, 937626, 957736]"
836,"[874972, 988116, 841228, 851287, 869150]"
837,"[874972, 843756, 901062, 1082185, 1029743]"
840,"[874972, 1096317, 830503, 944836, 1122358]"
841,"[12812261, 853756, 976199, 922561, 1133018]"
842,"[874972, 923746, 9245108, 903230, 1004596]"
844,"[14106445, 895268, 868423, 862349, 5566472]"
845,"[874972, 1125943, 1081189, 8090537, 1009719]"
846,"[829291, 8090537, 1136719, 1075368, 918733]"
847,"[874972, 1058997, 1132280, 1082185, 1005274]"
848,"[826666, 880888, 1069522, 1070820, 1038985]"
850,"[12731432, 856252, 1038985, 1133018, 1079023]"
852,"[874972, 847207, 8203451, 1058997, 848319]"
853,"[874972, 874149, 951412, 6602729, 871722]"
854,"[874972, 1082185, 1029743, 995242, 1106523]"
855,"[874972, 862822, 901062, 13008334, 1029743]"
856,"[874972, 999971, 959409, 922907, 1120362]"
857,"[1075214, 953180, 919596, 8090537, 1134292]"
858,"[849202, 1082185, 1029743, 995242, 1106523]"
859,"[12731436, 819330, 993638, 1075368, 13842214]"
861,"[874972, 833724, 871337, 5585510, 963835]"
862,"[1038663, 1123792, 1123720, 1033615, 1134522]"
863,"[5569135, 837865, 985999, 5585510, 849843]"
864,"[874972, 989069, 1104584, 1101010, 8090521]"
865,"[947858, 12648296, 1095068, 962229, 1106523]"
866,"[823990, 9420312, 1013999, 16809471, 844165]"
867,"[874972, 999779, 6773204, 1110409, 983584]"
868,"[874972, 8090560, 1007642, 9884484, 949294]"
869,"[949023, 1110572, 1044188, 1127624, 1029743]"
871,"[1050741, 940947, 1034955, 854754, 922340]"
875,"[874972, 952317, 1133018, 986912, 8181477]"
876,"[874972, 999198, 5592261, 1058997, 916993]"
877,"[874972, 885290, 999639, 1058997, 8090509]"
878,"[829291, 1123792, 1021715, 947798, 986912]"
879,"[874972, 8090513, 900418, 1130777, 832678]"
880,"[874972, 890695, 1065593, 1131550, 965766]"
881,"[874972, 1131550, 843898, 1108168, 890695]"
882,"[874972, 1061220, 5981267, 1127624, 1110572]"
883,"[825343, 999104, 1098844, 874149, 845715]"
884,"[874972, 1044655, 1081177, 1096036, 934676]"
885,"[1012587, 13842090, 932298, 947798, 1006483]"
886,"[874972, 917033, 999198, 1070820, 868764]"
887,"[874972, 978077, 13416351, 1071939, 987562]"
888,"[1079913, 6602697, 951412, 6533362, 5566472]"
889,"[874972, 879755, 999104, 1126899, 953180]"
891,"[1075214, 9571047, 960791, 13842214, 936914]"
893,"[874972, 1093113, 6602590, 981760, 1082185]"
894,"[874972, 838347, 880150, 874149, 820291]"
895,"[849202, 866211, 1082185, 1081189, 999104]"
897,"[874972, 8090536, 986912, 6979005, 861445]"
898,"[874972, 999779, 9884698, 1028816, 1057260]"
900,"[1075007, 13416351, 978077, 986912, 879504]"
903,"[874972, 819765, 9835509, 1126899, 983584]"
904,"[874972, 845193, 1062002, 1106523, 977658]"
906,"[874972, 8090532, 5587938, 6773204, 1113141]"
907,"[874972, 978077, 834842, 1057260, 986912]"
908,"[1110111, 1126899, 1039682, 1057260, 5569230]"
909,"[948650, 955075, 1105623, 6533936, 1056509]"
911,"[874972, 819840, 820291, 944836, 10344585]"
913,"[874972, 913210, 1070820, 1082185, 981760]"
914,"[874972, 1073150, 1082185, 1029743, 995242]"
915,"[874972, 871754, 948622, 1057260, 853354]"
916,"[1070702, 925112, 948086, 913210, 1000707]"
919,"[874972, 826272, 902856, 937626, 1128647]"
920,"[982469, 952317, 843898, 1097001, 1092026]"
922,"[874972, 1125123, 903325, 1058997, 1028816]"
924,"[874972, 13841744, 5568729, 8090537, 910473]"
926,"[874972, 913210, 1098435, 1058997, 936914]"
927,"[874972, 1026118, 1099905, 1058997, 986912]"
928,"[874972, 899203, 880895, 1119051, 1003600]"
929,"[825343, 8090537, 906763, 1070015, 1070820]"
930,"[874972, 917033, 1082185, 1029743, 995242]"
931,"[1079913, 1101010, 13115579, 1126899, 1040807]"
934,"[825343, 971922, 9333734, 1088147, 977481]"
935,"[874972, 1082185, 1029743, 995242, 1106523]"
936,"[874972, 830795, 865456, 962229, 1070820]"
937,"[874972, 1044759, 1098844, 1126899, 1021116]"
939,"[1012587, 1117500, 885290, 1102416, 1092026]"
940,"[874972, 860975, 1029624, 1123792, 882496]"
941,"[874972, 1092588, 873887, 12171656, 5566472]"
942,"[874972, 10204392, 1082185, 1029743, 995242]"
943,"[874972, 999779, 1016276, 1106523, 1110244]"
944,"[1075214, 1016800, 901776, 1101010, 1008625]"
946,"[972143, 969205, 12301073, 1093413, 885290]"
947,"[874972, 949965, 1120213, 1039156, 1101010]"
949,"[833940, 903567, 984715, 1056651, 1018050]"
951,"[874972, 824005, 995965, 977481, 940947]"
952,"[874972, 973889, 1068719, 1048727, 909894]"
953,"[5569135, 1092026, 1013167, 849843, 1101173]"
954,"[874972, 1082185, 1029743, 995242, 1106523]"
955,"[874972, 931777, 1127232, 989101, 860703]"
956,"[874972, 9677236, 924352, 986912, 1070820]"
957,"[874972, 900842, 871440, 10204488, 1096635]"
959,"[874972, 1082185, 1029743, 995242, 1106523]"
960,"[874972, 862349, 856166, 1036347, 886395]"
961,"[874972, 926905, 860703, 860975, 849843]"
964,"[917384, 9677202, 952317, 962229, 1097239]"
965,"[874972, 1056509, 1029743, 856772, 909638]"
967,"[874972, 820291, 1082185, 1029743, 995242]"
968,"[874972, 1113141, 826272, 1107553, 1070015]"
969,"[874972, 981760, 1029743, 1082185, 1029743]"
971,"[906844, 12263788, 12524323, 1075368, 895540]"
972,"[874972, 868319, 1040371, 6632283, 862349]"
973,"[12262830, 9859052, 957063, 944836, 921406]"
974,"[874972, 1082185, 1029743, 995242, 1106523]"
975,"[874972, 942525, 5569471, 1082185, 5569327]"
976,"[826666, 931777, 862349, 13842214, 10344585]"
978,"[874972, 1118281, 13115579, 1096317, 5568228]"
979,"[1000753, 1051516, 1051379, 1042702, 898847]"
981,"[948670, 954651, 5569845, 995242, 1007210]"
982,"[956599, 9859128, 13115493, 1075368, 969932]"
983,"[874972, 986912, 858999, 1075368, 947798]"
984,"[874972, 1039682, 1025641, 997907, 958729]"
985,"[874972, 922561, 9571047, 973693, 819978]"
986,"[8090440, 1070076, 861603, 873964, 849843]"
987,"[12810464, 7139529, 1082185, 1029743, 995242]"
988,"[874972, 865330, 1096036, 852182, 1082185]"
989,"[874972, 8090532, 12171656, 858999, 1003188]"
991,"[874972, 1082185, 1029743, 995242, 1106523]"
992,"[874972, 909714, 1028816, 1082185, 1029743]"
993,"[874972, 1083043, 859427, 8090539, 8293439]"
996,"[874972, 908531, 5570408, 1133018, 1009187]"
997,"[874972, 916122, 1082185, 1029743, 995242]"
998,"[874972, 8090536, 940731, 947797, 1079223]"
999,"[874972, 950206, 858302, 8090532, 6704207]"
1000,"[874972, 932242, 12427353, 986912, 910439]"
1001,"[874972, 986912, 925164, 6533936, 910109]"
1003,"[874972, 1118033, 1082185, 1029743, 995242]"
1004,"[849202, 9859133, 866211, 956672, 995242]"
1005,"[863447, 5570408, 989101, 1039589, 883404]"
1007,"[874972, 1115098, 888054, 1082185, 12324841]"
1008,"[874972, 1082185, 1029743, 995242, 1106523]"
1010,"[874972, 1055072, 9527323, 1082185, 1082185]"
1011,"[874972, 10344971, 9859052, 944836, 1058997]"
1012,"[874972, 856060, 1065593, 1070820, 1073150]"
1014,"[874972, 6534077, 1082185, 1029743, 995242]"
1015,"[871061, 999104, 6633273, 1037332, 10455984]"
1018,"[874972, 922561, 1070820, 952317, 1082185]"
1019,"[874972, 844165, 1062002, 1106523, 1015296]"
1020,"[6395907, 986912, 901062, 1070820, 10344585]"
1021,"[1050741, 10121610, 830245, 1110572, 1082185]"
1023,"[12731436, 6034964, 962274, 1026058, 919423]"
1024,"[12262830, 1127624, 961269, 1097001, 1056509]"
1025,"[906335, 8069350, 903931, 8090521, 846764]"
1027,"[874972, 1013321, 1101010, 1081479, 1132771]"
1029,"[1048257, 6034857, 1126899, 913449, 909750]"
1030,"[874972, 873887, 986912, 1101010, 1135834]"
1034,"[874972, 1126899, 907647, 981760, 1082185]"
1038,"[874972, 5568197, 1106523, 936634, 1082185]"
1039,"[874972, 940731, 1000707, 972665, 12427353]"
1040,"[874972, 865705, 939546, 1075368, 8090536]"
1041,"[874972, 983795, 9835509, 1054383, 965693]"
1042,"[14106445, 1083787, 826144, 862349, 868764]"
1043,"[874972, 1082185, 1029743, 995242, 1106523]"
1045,"[874972, 909750, 1055737, 931777, 967461]"
1046,"[874972, 823862, 1082185, 1029743, 995242]"
1047,"[874972, 1082185, 1029743, 995242, 1106523]"
1050,"[874972, 1110572, 1073150, 962229, 839094]"
1051,"[874972, 1070820, 1089766, 865026, 1076875]"
1053,"[874972, 879528, 931136, 970030, 828935]"
1057,"[874972, 1022254, 973861, 1033913, 916990]"
1058,"[874972, 1101010, 1123720, 1038462, 5568721]"
1060,"[874972, 1082185, 1029743, 995242, 1106523]"
1061,"[826666, 837751, 978974, 1048727, 846823]"
1062,"[874972, 12302069, 960142, 984677, 1127624]"
1064,"[874972, 971922, 965530, 1058997, 975633]"
1066,"[874972, 1062002, 832678, 989101, 898601]"
1067,"[848029, 922127, 830887, 1126899, 962229]"
1068,"[1025611, 1076875, 1122358, 1133018, 1062002]"
1069,"[9835223, 1008625, 1074333, 962229, 983584]"
1070,"[874972, 1074524, 1118012, 1008625, 873627]"
1071,"[874972, 1031831, 12262992, 947798, 1085604]"
1073,"[874972, 1001827, 1051516, 1058997, 909714]"
1074,"[874972, 831063, 5568249, 1058997, 854754]"
1075,"[874972, 8090539, 1139525, 1070015, 1023958]"
1076,"[874972, 951197, 1135681, 1082185, 1029743]"
1077,"[874972, 1068292, 995242, 893501, 951590]"
1078,"[874972, 1075074, 12577242, 1058997, 1011300]"
1080,"[1008032, 1053690, 1046756, 999971, 1029743]"
1081,"[12810464, 1058930, 921504, 1056509, 8090521]"
1082,"[874972, 1009343, 823862, 910473, 1123792]"
1083,"[839419, 942525, 1082185, 1029743, 995242]"
1084,"[874972, 936634, 981521, 951590, 1082185]"
1085,"[938138, 974204, 10285106, 835004, 1113588]"
1086,"[874972, 6034857, 1056509, 962229, 963835]"
1087,"[874972, 962229, 1106523, 1082185, 1029743]"
1088,"[874972, 1053931, 12301073, 865330, 997011]"
1089,"[1029688, 948832, 978343, 891505, 8090521]"
1090,"[874972, 1018050, 1051516, 1025650, 1101956]"
1091,"[874972, 899624, 1082185, 1029743, 995242]"
1092,"[874972, 1110572, 1003188, 947798, 908531]"
1093,"[825343, 5566472, 984715, 844165, 1139525]"
1094,"[1051323, 1126895, 867668, 1075368, 983795]"
1096,"[874972, 999250, 1082185, 1029743, 995242]"
1097,"[8090440, 966005, 917384, 992622, 1121360]"
1098,"[874972, 1031831, 925164, 5585510, 849843]"
1100,"[874972, 951590, 1082185, 1029743, 995242]"
1102,"[12810391, 923670, 996123, 12731544, 939442]"
1103,"[874972, 9571047, 997309, 1126899, 871754]"
1104,"[874972, 1092552, 1115576, 1082185, 1029743]"
1105,"[874972, 1058997, 10344585, 1018050, 5587938]"
1106,"[874972, 8090532, 995242, 868764, 5569327]"
1108,"[874972, 1062002, 1057260, 1077555, 1081853]"
1109,"[874972, 1058997, 978343, 1065593, 1046816]"
1110,"[874972, 1082185, 1029743, 995242, 1106523]"
1111,"[1075214, 833724, 952972, 969419, 1028816]"
1112,"[1075214, 8203451, 921744, 5569471, 990688]"
1113,"[874972, 921836, 947326, 1028816, 1119051]"
1114,"[874972, 6463775, 870547, 8090521, 936634]"
1115,"[874972, 5569471, 1082185, 1029743, 995242]"
1117,"[874972, 1029743, 923746, 1082185, 1029743]"
1119,"[874972, 1075074, 983316, 1044805, 854852]"
1120,"[874972, 1103556, 1017195, 995785, 1082185]"
1121,"[874972, 8090509, 1005609, 962229, 890695]"
1123,"[874972, 1104349, 5570408, 962229, 1058997]"
1124,"[874972, 8090509, 840601, 1045109, 1095068]"
1127,"[874972, 15926844, 1082185, 1029743, 995242]"
1128,"[1075214, 962229, 934369, 921406, 1119051]"
1129,"[874972, 850058, 1006342, 1137688, 882247]"
1130,"[836445, 909750, 934369, 1107553, 1039156]"
1131,"[949023, 1077975, 1021715, 5574409, 1083787]"
1132,"[836445, 862070, 996016, 922561, 1133018]"
1133,"[874972, 868546, 982393, 990004, 864615]"
1134,"[854405, 1075074, 1080853, 862349, 1112825]"
1135,"[839419, 1131488, 5570408, 831536, 930917]"
1136,"[825343, 1018588, 5574409, 1118533, 12577242]"
1137,"[874972, 821083, 992529, 914318, 885290]"
1138,"[874972, 1015539, 7442008, 897752, 1068719]"
1139,"[874972, 965693, 1069334, 862349, 1028891]"
1141,"[874972, 1013999, 922907, 1085333, 908531]"
1142,"[878715, 911311, 8293343, 1067695, 6602697]"
1145,"[1038663, 879755, 5591154, 985119, 5585510]"
1146,"[1070702, 1076875, 961269, 1033615, 959985]"
1147,"[874972, 962229, 1028995, 1016800, 888543]"
1149,"[874972, 1135681, 1082185, 1029743, 995242]"
1151,"[972143, 999971, 856060, 6602697, 1056746]"
1152,"[1110111, 908181, 933067, 867668, 941183]"
1154,"[874972, 821083, 940731, 849843, 1053690]"
1155,"[829291, 1001148, 865330, 1016800, 1029624]"
1157,"[874972, 1082185, 1029743, 995242, 1106523]"
1158,"[874972, 1003649, 1125904, 1049735, 1133018]"
1159,"[874972, 1044259, 900802, 1107553, 8090532]"
1160,"[874972, 1000050, 8205218, 1133018, 12301100]"
1161,"[874972, 879755, 1126252, 883068, 1096635]"
1163,"[874972, 868548, 970792, 1056509, 838186]"
1164,"[874972, 1045150, 1034686, 1070820, 1077975]"
1166,"[874972, 932242, 853998, 1093603, 967476]"
1167,"[874972, 1001827, 998444, 8019977, 1070820]"
1168,"[874972, 10456371, 852080, 1019637, 908531]"
1169,"[1051323, 1119860, 873178, 1070015, 849843]"
1171,"[874972, 1029968, 7166861, 1038985, 999971]"
1172,"[874972, 1067779, 13115493, 963686, 1069334]"
1174,"[874972, 1082185, 1029743, 995242, 1106523]"
1175,"[874972, 858302, 1077373, 944836, 1028891]"
1176,"[874972, 5569230, 1133018, 1077588, 999198]"
1178,"[948650, 873964, 967476, 6464165, 1104343]"
1179,"[874972, 902172, 869150, 962229, 938566]"
1180,"[874972, 835243, 927360, 985119, 849843]"
1182,"[863447, 887003, 1101173, 1106523, 940731]"
1183,"[874972, 881154, 8090537, 1081479, 1135460]"
1185,"[874972, 1127758, 934427, 895930, 999971]"
1186,"[14106445, 934948, 1126899, 1018050, 1011300]"
1187,"[874972, 945779, 1138858, 1038462, 895930]"
1188,"[874972, 13842214, 989101, 1107661, 924427]"
1189,"[874972, 821083, 1055504, 1120443, 855672]"
1190,"[1075214, 923967, 840601, 918410, 1127624]"
1191,"[956599, 1053690, 827656, 1110572, 986912]"
1192,"[874972, 1082212, 824005, 1027068, 1026118]"
1193,"[973916, 8090532, 997200, 13842088, 1085154]"
1194,"[1000753, 940947, 1085333, 10457044, 1106523]"
1195,"[874972, 1040807, 1092026, 1075368, 8090521]"
1196,"[874972, 944466, 1030409, 919596, 873627]"
1197,"[899019, 890695, 9858936, 13842090, 971922]"
1198,"[874972, 926065, 1082185, 1029743, 995242]"
1201,"[874972, 1082185, 1029743, 995242, 1106523]"
1202,"[874972, 5995603, 1020682, 1082185, 1029743]"
1203,"[874972, 9416729, 1033403, 1070015, 845193]"
1204,"[874972, 845193, 903609, 962229, 9677886]"
1205,"[874972, 999104, 856252, 1075368, 1092026]"
1206,"[874972, 898601, 820321, 1030093, 962229]"
1207,"[874972, 1082185, 8090521, 1123792, 1133018]"
1208,"[874972, 1082185, 1029743, 995242, 1106523]"
1209,"[874972, 883404, 1033403, 1082185, 1029743]"
1210,"[874972, 1058997, 1028816, 937928, 1026118]"
1211,"[972143, 903233, 1110255, 879504, 862349]"
1214,"[874972, 1082185, 1029743, 995242, 1106523]"
1216,"[874972, 1065593, 999625, 1082185, 1029743]"
1217,"[874972, 873964, 983316, 925626, 822407]"
1218,"[874972, 844165, 948832, 1070820, 849843]"
1219,"[874972, 10204488, 860975, 985119, 903567]"
1221,"[948670, 1110572, 1070076, 1029743, 949294]"
1222,"[874972, 854852, 926692, 1037840, 5570383]"
1223,"[874972, 999971, 8090537, 1029743, 982790]"
1224,"[874972, 971325, 1127758, 1043590, 951590]"
1225,"[874972, 5569327, 1127624, 5592931, 16809471]"
1226,"[874972, 891752, 6534480, 1070015, 862349]"
1227,"[948670, 5569230, 1059763, 1104343, 840227]"
1228,"[12262830, 13842214, 1006483, 983795, 1018588]"
1229,"[14106445, 9859052, 957736, 1037332, 892573]"
1230,"[874972, 893501, 1082185, 1029743, 995242]"
1231,"[874972, 10149640, 826249, 970119, 1123536]"
1234,"[874972, 898847, 953180, 6533936, 916990]"
1236,"[874972, 1082185, 1029743, 995242, 1106523]"
1238,"[874972, 12263788, 833724, 1101010, 9884484]"
1240,"[860248, 1039682, 1083328, 1044259, 1126899]"
1241,"[949023, 1038663, 921836, 849202, 890695]"
1242,"[874972, 962568, 5591083, 1082185, 1029743]"
1245,"[874972, 1037840, 852182, 849098, 1003188]"
1246,"[874972, 938700, 1064380, 1082185, 1029743]"
1247,"[874972, 901840, 961620, 1126899, 1040807]"
1248,"[829291, 944466, 1023466, 1095040, 9881593]"
1249,"[874972, 1123792, 5995597, 1106523, 7025106]"
1252,"[874972, 1025641, 1009368, 970119, 843756]"
1255,"[874972, 5580793, 1082185, 1029743, 995242]"
1256,"[874972, 1082185, 824305, 878996, 986912]"
1257,"[874972, 1058997, 1093113, 824005, 7410215]"
1258,"[874972, 10121965, 1040693, 1101174, 950098]"
1259,"[874972, 917816, 12301405, 1058997, 8177622]"
1260,"[949257, 8160430, 1058997, 891141, 925425]"
1261,"[874972, 12263788, 1013167, 860975, 840227]"
1262,"[874972, 856060, 821083, 1029743, 1048483]"
1263,"[874972, 1082185, 1029743, 995242, 1106523]"
1264,"[874972, 1082185, 1029743, 995242, 1106523]"
1265,"[874972, 1127624, 840361, 860975, 936634]"
1266,"[1025611, 1127624, 889731, 1076875, 6602697]"
1267,"[12262830, 9835509, 1096099, 862349, 13842090]"
1269,"[874972, 12731714, 967395, 960984, 988693]"
1270,"[1000753, 1024306, 1041259, 1028816, 1106523]"
1271,"[874972, 1028995, 894968, 1028816, 6533936]"
1272,"[14106445, 940947, 852360, 1107553, 868764]"
1274,"[874972, 989409, 13945244, 879504, 8090536]"
1277,"[874972, 849098, 5572738, 1006483, 1092026]"
1278,"[874972, 932298, 937845, 939527, 1103902]"
1279,"[863447, 866043, 950206, 912681, 1106523]"
1280,"[874972, 1058997, 7442180, 1082185, 1029743]"
1281,"[874972, 1070015, 1018588, 1028891, 872137]"
1282,"[874972, 952317, 1099905, 1070015, 947798]"
1283,"[874972, 913490, 945611, 849843, 965766]"
1284,"[1034176, 937928, 972931, 999971, 15926886]"
1285,"[874972, 819304, 1054814, 13842214, 5569230]"
1287,"[948650, 1039156, 8160430, 862349, 899459]"
1288,"[1075214, 862349, 999971, 923746, 897954]"
1289,"[874972, 907418, 5580793, 1085604, 1121410]"
1290,"[874972, 934427, 1101173, 1053690, 1081177]"
1291,"[874972, 1102959, 871611, 827047, 1121360]"
1293,"[874972, 1124695, 1025650, 959409, 999971]"
1294,"[829291, 9677236, 13381584, 1126899, 5591154]"
1295,"[874972, 1082185, 1029743, 995242, 1106523]"
1296,"[874972, 1016800, 6423911, 995242, 889649]"
1297,"[970747, 15926886, 893501, 870515, 1058997]"
1298,"[874972, 1021116, 1003188, 999971, 995242]"
1299,"[12810391, 825753, 15926886, 5591154, 8090521]"
1300,"[874972, 1058997, 1092026, 9245108, 850058]"
1303,"[906844, 14106445, 997309, 879755, 976199]"
1304,"[874972, 931324, 1082185, 1029743, 995242]"
1305,"[1051323, 886787, 982790, 1092026, 845193]"
1306,"[1075214, 1108131, 1137688, 907128, 7166861]"
1307,"[874972, 1137688, 922127, 1110572, 1006483]"
1310,"[874972, 1058997, 5585510, 849843, 6034857]"
1312,"[874972, 856435, 9803810, 1114597, 854852]"
1313,"[1137346, 6979803, 1029743, 1048462, 1082185]"
1314,"[1048507, 911974, 6463710, 1102416, 976199]"
1316,"[874972, 1085604, 1082185, 1029743, 995242]"
1317,"[874972, 835694, 1053690, 1138292, 827667]"
1318,"[874972, 999391, 1094223, 1081189, 821083]"
1319,"[8090440, 6464086, 1122547, 1058997, 874149]"
1321,"[850102, 879528, 5574409, 924610, 1107661]"
1325,"[874972, 841309, 839747, 903325, 909714]"
1326,"[874972, 831509, 1027168, 873964, 1056509]"
1328,"[826666, 1070015, 8090521, 844165, 1048727]"
1329,"[874972, 995242, 1082185, 1029743, 995242]"
1330,"[874972, 1007642, 952317, 962229, 856252]"
1331,"[874972, 1031316, 1082185, 1029743, 995242]"
1332,"[874972, 1110572, 826272, 1082185, 1029743]"
1333,"[948670, 9859182, 7409670, 1126899, 971949]"
1334,"[1038663, 5585510, 9396770, 879755, 896974]"
1335,"[874972, 1043035, 1089392, 862349, 1009187]"
1336,"[948650, 831063, 1131550, 856252, 1053690]"
1337,"[874972, 954642, 6513604, 923670, 1092588]"
1338,"[874972, 1085604, 1123792, 16809471, 1098284]"
1340,"[948650, 834117, 1097418, 896085, 929309]"
1342,"[874972, 949294, 852080, 1082185, 1029743]"
1343,"[874972, 912681, 1025581, 825994, 822524]"
1344,"[874972, 865891, 898847, 995242, 1138858]"
1346,"[874972, 890610, 1082185, 1029743, 995242]"
1347,"[849202, 935959, 1065593, 1031864, 1029743]"
1350,"[12731432, 1077588, 849843, 883404, 1082185]"
1351,"[874972, 860975, 1133018, 923746, 1082185]"
